sentence,og_sentence,kmeans_cluster,x,y
đổi trong mấy ngày ạ,Đổi trong mấy ngày ạ?,8,7.357247,4.764433
thú nhún ấy ạ,Thú nhún ấy ạ,3,-0.974025,-73.853249
em không để ý lắm em mua cho bé trai ạ,"Em k để ý lắm, em mua cho bé trai ạ",0,12.08407,46.800236
0369675135,0369675135,11,58.561344,-27.553101
52 lĩnh nam,52 lĩnh nam,10,-65.456062,-55.725803
bạn gọi gb giao hàng cho mình luôn ạ,bận goi gb giao hàng cho m luôn ạ,12,-32.915428,33.033321
vang,vang,11,71.259003,-44.284977
mình lấy cái này à,m lay cái nay ak,9,38.940136,69.414932
của 2 loại này đúng không ạ,coa 2 loại này đúng k ah,2,52.676991,44.874695
shop mình ở đâu ạ,shop m ở đâu ạ,4,-43.800297,9.258749
xám nha bạn,Xám nha b,3,-0.713169,-48.923164
0976156651,0976156651,11,69.139221,-39.725239
cho mình 1c nha,Cho m 1c nha,12,-35.742477,21.155262
đâu cái này,Đây cái này,2,42.076763,13.827843
thế bạn giao trong hôm nay đi,Thế b giao trong hnay đi,12,-40.164639,59.26046
bé 18 tháng đã dùng được chưa bạn,bé 18th đã dùng đc chưa bạn,6,-13.003742,0.689303
thành phố hồ chí mình hay hà nội bạn,Tphcm hay HN B,4,-63.1618,3.483417
thuỷ trần,Thuỷ Trần,10,-52.971001,-42.339626
0906966596,0906966596,11,57.719837,-27.960047
234/8 phan văn hân p17 bình thạnh,"234/8 phan văn hân, p17, bình thạnh",10,-56.899715,-48.637283
lấy mình 1 cái dày 1 5 cm mà hình như mình gửi,"lấy m 1 cái dày 1,5 cm mà hình như m gửi",0,16.590443,24.756281
cho tớ hỏi,Cho t hỏi,1,1.602832,90.65538
cho em hỏi,Cho e hỏi,1,1.739313,91.252853
nếu được mình đặt chung luôn nhé,Nếu được mình đặt chung luôn nhé,12,-20.865528,54.585014
gửi giúp mình cái thảm silicon,Gửi giúp m cái thảm silicon,12,-31.082125,22.211044
tổng tiền nữa,Tổng tiền nữa,7,15.83161,-28.759708
mình ở 24c trương định phường 14 quận 3 hồ chí minh nha,Mình ở 24c trương định phường 14 quận 3 hcm nha,13,-60.455387,-18.947525
mình trả tiền mặt nhé,M trả tiền mặt nhé,6,-22.59037,7.714176
0764568910,0764568910,11,75.578545,-40.927544
giảm cho chị chút đi,Giảm cho chị chút đi,14,-23.901218,-23.167185
bộ mình đang qua rồi bạn nhé,bố mình đang qua r bạn nhé,1,-2.547933,68.824089
bạn để sẵn ra hộ mình nhé,bạn để sẵn ra hộ mình nhé,12,-13.12902,29.703014
5h30 mình mới tan tớ tớ sợ từ đây về đấy phải 6h15,5h30 mình mới tan T.T sợ từ đây về đấy phải 6h15,14,-2.492196,-34.022083
oh ngay gần nhà mình,oh ngay gần nhà mình,13,-36.211529,-23.838881
mình qua lấy cho nhanh,mình qua lấy cho nhanh,12,-37.38588,26.896069
shop đoạn nào âu cơ nhỉ,shop đoạn nào âu cơ nhỉ,7,33.329643,-47.219711
nhà mình cũng ở âu cơ mà,nhà mình cũng ở âu cơ mà :)),0,-6.731672,22.220112
giao từ đấy đến dây 50k cơ á,@@ giao từ đấy đến đây 50k cơ á,3,2.910095,-54.267189
tớ tớ,T.T,1,0.169762,70.495209
27 hải triều - thành phố đông hà - quảng trị,27 hải triều - tp đông hà - quảng trị,4,-72.883118,-7.595082
không cần cầu tuột,Ko cần cầu tuột,8,31.435501,5.761717
hết gì em,Hết gì e,0,18.691223,38.933342
quây bóng có cầu tuột và xích đu,Quây bóng có cầu tuột và xích đu,8,39.807026,-24.243925
lều này bao nh,Lều này bao nh,3,7.410945,-79.106987
cho chị hỏi bộ này bao nh,Cho c hỏi bộ này bao nh,6,4.02301,6.444393
ơ sorry bạn,ơ sorry bạn,10,-40.18544,-69.607552
bạn chỉ cần giao thôi,bạn chỉ cần giao thôi,0,4.325191,39.20874
bên bạn mở cửa đến mấy giờ,bên bạn mở cửa đến mấy giờ ?,0,7.193774,31.159204
à hay mình đến lấy trực tiếp được không nhỉ,à hay mình đến lấy trực tiếp được không nhỉ ?,0,-3.27817,33.36145
là mẫu 450k đấy đúng không bạn,Là mẫu 450k đấy đúng không bạn ?,8,20.046822,7.623638
thảm 1cm là thảm gấp còn 1 5cm là thảm cuộn à bạn,"Thảm 1cm là thảm gấp còn 1,5cm là thảm cuộn à bạn ??",7,29.208298,-32.722725
không,Ko,9,56.564682,67.278473
0977532286,0977532286,11,63.004322,-32.437416
số 77 ngo 79 cau giay,Số 77 ngo 79 cau giay,10,-67.495995,-55.704987
với cốc này,Với cốc này,8,40.635326,-10.298999
bé nhà mình 6 tháng,Bé nhà mình 6thang,0,-0.986968,19.456911
bình mà ấn là có nước ý ạ,Bình mà ấn là có nước ý ạ,2,36.948017,32.432438
mình không ạ,Mình k ạ,1,11.389327,74.729294
0399925193,0399925193,11,66.920799,-28.800865
trong giờ hành chính ạ,Trong giờ hành chính ạ,8,7.379602,3.583371
160 phùng hưng hà đông hv quân y ạ,160 phùng hưng hà đông. Hv quân y ạ,13,-63.460781,-34.066345
mình ở xã đàn,Mình ở xã đàn,13,-45.688648,-6.569638
shop có ống hút thay thế cho ly tập uống nước 3 bước của michelle hk shop,Shop có ống hút thay thế cho ly tập uống nước 3 bước của michelle hk shop,3,7.474211,-63.633358
shop còn nồi nấu chậm hk zậy,Shop còn nồi nấu chậm hk zậy,10,-41.629787,-70.800438
shop ui,Shop ui,3,-0.109746,-48.460846
không xích đu không ngựa,"Ko xích đu, ko ngựa",7,21.764412,-27.623285
set 5 món này,Set 5 món này,3,7.217001,-77.392174
có gì báo hộ mình,Có gì báo hộ mình,0,-5.705731,36.941467
mình đặt rồi,Mình đặt rồi,1,-24.189362,74.321373
thanh toán tiền mặt ạ,Thanh toán tiền mặt ạ,8,23.69681,-20.823784
lấy mình cái này mag dưa hấu nhé,Lấy mình cái này mag dưa hấu nhé,14,-17.709122,-44.639622
với gặm nướu chuối,Vs gặm nướu chuối,10,-60.777592,-67.622704
shop gửi mình còn này,Shop gửi mình con nay,9,35.729424,68.000954
tí mình đặt,Tí mình đặt,14,-27.827774,-15.190066
cho em hỏi quây bóng có những size nào ạ,Cho e hỏi quây bóng có những size nào ạ,2,44.563061,19.440609
đây là bill luôn à bạn,Đây là bill luôn à b,8,23.209925,-9.609018
uh,Uh,10,-38.673904,-53.956539
nên họ yêu cầu gửi bill cho họ,Nên họ yêu cầu gửi bill cho họ,14,1.021284,-42.54195
thì mình gửi thế nào nhỉ,Thì mình gửi tn nhỉ?,2,58.966759,30.627214
mình dùng đến nay máy cứ báo tắt không ấm,M dùng đến nay máy cứ báo tắt ko ấm,6,-15.4772,-2.240973
bé trai,bé trai,3,-13.012469,-57.803509
bé trước nhà chị dùng con cá ngựa ru ngủ nhưng chị thấy không thích,bé trc nhà chị dùng con cá ngựa ru ngủ nhưng chị thấy ko thích,14,-1.847764,-16.899517
cái nào thích nhất vậy em,cái nào thích nhất vậy e?,2,49.242123,6.188984
món này nặng kèm bơm luôn đúng không bạn,món này tặng kèm bơm luôn đúng k b?,7,12.274328,-45.954239
có thể dùng được tới mấy tuổi vậy ai,Có thể dùng đc tới mấy tuổi vậy ai,8,7.933788,-1.139785
có thể hạ thấp đến mức nào ạ,Có thể hạ thấp đến mức nào ạ,7,23.64566,-53.19165
0936556618,0936556618,11,75.101761,-40.968784
150k/ thanh phải không bạn,150k/ thanh fai ko b?,8,22.012253,-4.680761
loại 12cm nhé,Loại 12cm nhé,14,0.904527,-39.473225
mình muốn mua bảng hola và thảm 2 thanh nối chắn cầu thang,Mình muốn mua bảng hola và thêm 2 thanh nối chắn cầu thang,8,31.600687,3.951825
đồ lẻ cũng hết à shop,Đồ lẻ cũng hết à shop,8,16.410227,-11.975517
cho mình link 2 sản phẩm trên nha,cho minh link 2 sp tren nha,0,11.404238,34.635136
con được không,cod dc ko,1,9.151459,68.154495
minh có tiền mặt,minh có tiền mặt,4,-49.340401,4.111852
không 4 xã cư dliê m-nông huyện cư mình gả tỉnh đắk lắk,"Thôn 4, Xã Cư Dliê M-Nông, Huyện Cư M'gar, Tỉnh Đắk Lắk",13,-44.02322,-35.735264
thanh quốc mình,Phan Quốc Minh,0,25.748383,29.594183
vậy gửi về daklak giùm mình nha,vậy gửi về daklak giùm minh nha,14,-11.168649,-24.999727
phí giao hàng là 160k hả,phí giao hang là 160k hả,6,0.025537,-8.66428
chị muốn mua loại kia em ạ,C muốn mua loại kia e ạ,0,16.570564,48.945301
cho em link mua hàng với ạ,Cho e link mua hàng với ạ,1,1.206078,58.971584
mua máy tiệt trùng bao hành như nào ạ,Mua máy tiệt trùng bao hành như nào ạ,2,50.375088,12.934107
máy này này,Máy này này,2,63.300426,47.645775
0971511234,0971511234,11,60.459736,-29.569811
cửa hàng m2 57 lý thường kiệt hoàn kiếm hà nội,"Cửa hàng M2, 57 lý thường kiệt, hoàn kiếm, hn",13,-63.558228,-33.956772
thế để hnao mình về tiền qua lấy ạ,Thế để hnao mh về tiện qua lấy ah,0,8.627784,25.215029
tầm 3-4 triệu đổ về ạ,Tầm 3-4 triệu đổ về ạ,3,-8.936232,-73.121506
máy hâm sưac này đang khuyến mại 199 à em,Máy hâm sưac này đang km  199 à e,3,6.304278,-62.28017
mình không dùng shôê,Mình ko dùng shoopee,6,-17.970245,-0.715048
không gửi tiền mặt được ạ,Ko gửi tiền mặt đc ạ,12,-27.965359,46.159775
thú diễn ạ,Phú diễn ạ,10,-43.316132,-70.19458
mình ở phạm ngọc thạch ạ,Mình ở Phạm Ngọc Thạch ạ,13,-42.938164,-12.805381
mình muốn lấy 2 sản phẩm này ạ,Mình muốn lấy 2 sp này ạ,9,31.278137,63.37582
shop cho mình hỏi,Shop cho m hỏi,1,3.787149,90.744843
loại 3xx là loại nào em,Loại 3xx là loại nào em,2,55.389832,12.067048
có những hình gì,Có nhứng hình gì,2,47.785969,11.385028
xong gửi cho mình link nha,Xong gui cho minh link nha,12,-35.603676,24.891314
yếm ăn dặm này là ni long ha bạn,Yếm ăn dăm này là ni long ha b,7,18.006594,-58.03455
gửi cho mình link của cái thảm đi,Gui cho.minh link cua.cái thảm di,1,4.606516,54.917984
1m8×2m dày 1 5cm nha,"1m8×2m, dày 1,5cm nha",10,-35.501579,-70.4384
0908923346,0908923346,11,68.01252,-43.61092
beiqi thị mỹ dung 45 nguyễn thái học liên nghĩa đức trọng lâm đồng,Bùi thị mỹ dung 45 nguyễn thái học liên nghĩa đức trọng lâm đồng,10,-53.972378,-41.430916
gửi mình 1 thảm nha,Gui minh 1 thảm nha,9,29.544434,70.471886
còn 1 mẫu đó thôi hả,Con 1 mẫu đó thoi hả,2,42.630535,25.657957
à vậy hả,À vay ha,2,41.710434,32.603851
1m5×2m mà,1m5×2m mà,3,-19.11508,-69.21463
1m8 ×2m dày 1 5cm,"1m8 ×2m  dày 1,5cm",10,-60.87674,-68.624207
cho nó rung,Cho.nó rộng,14,-16.837013,-12.888255
rồi bạn gửi hàng về nhé,rồi bạn gửi hàng về nhé,1,-9.74457,62.627815
vậy giờ mình chuyển 570k,vậy giờ mình chuyển 570k,6,-17.870502,-0.709499
vừa nãy gọi điện bạn kia bảo 550k mà bạn,vừa nãy gọi điện bạn kia bảo 550k mà bạn,7,7.716923,-44.301754
0968793068,0968793068,11,62.476284,-43.023392
thị trấn thanh nê huyện kiến xương tỉnh thái bình,"thị trấn Thanh nê, huyện Kiến Xương, tỉnh Thái Bình",13,-54.522758,-29.502579
troi,troi,11,74.348625,-24.546677
rời sao day,roi sao day,10,-43.617435,-70.130058
do,do,10,-76.405991,-50.907116
rời cái nắp no vay ne,roi cai napp no vay ne,10,-60.662247,-67.409599
nó bị nguoc,no bi nguoc,7,14.850577,-54.099716
ne,ne,5,92.079178,7.959548
rời sao day nap được,roi sao day nap dc,10,-34.413525,-65.519974
cái hình ne,coi hinh ne,3,12.624064,-71.72847
đây ạ,Đây ạ,8,49.84523,-8.542061
228,228,11,76.778908,-22.096434
229,229,5,81.811935,-16.793354
130+98,130+98,11,72.054459,-40.683853
mình chuyển,Mình chuyển,1,-25.576567,79.864006
254/47 âu cơ p9 quận tân bình 0988870559,"254/47 âu cơ p9 quận tân bình 
0988870559",10,-55.330475,-43.232552
mình lấy 2 moan này nhé,Mình lấy 2 moan này nhé,6,2.821822,3.812976
mình ở q 1 thành phố hồ chí minh,Mình ở q.1 tp.hcm,4,-62.869476,1.322401
em ở,Em ơ,4,-49.419109,9.688757
nhà mình bị mất thanh đấy tìm không ra,Nhà m bị mất thanh đấy tìm k ra :(,0,-1.561031,25.879036
ghế ăn gập được không bạn,ghế ăn gập đc ko b,6,-10.52267,5.902803
ghế ăn gập được không bạn,ghế ăn gập đc ko b,6,-10.522685,5.902798
0988292656,0988292656,11,76.468811,-30.189699
để mình đặt trên tiki,Để mình đặt trên tiki,12,-13.620578,47.238724
chất lượng chắc cũng ngang nhau ạ,Chất lượng chắc cũng ngang nhau ạ,3,-0.628595,-73.403923
nhưng gần giống nhau nhỉ,Nhìn gần giống nhau nhỉ,7,15.291306,-54.803623
hoàng đức bạn ạ,Hoài đức b ạ,0,29.889355,37.982662
có chọn hâm theo thể tách bình sữa,Có chọn hâm theo thể tích bình sữa,13,-43.059975,-25.086584
máy đúng mẫu này đúng không ạ,Máy đúng mẫu này đúng k ạ,9,36.073082,41.380951
cho dễ,Cho dễ,14,-26.236361,-29.004044
máy hâm sữa moaz bebe mb-003,Máy hâm sữa moez bebe mb-003,10,-38.758503,-70.552269
mình thanh toán bằng ví,M thanh toan bang visa,3,1.765813,-51.674221
mua trực tiếp tren tiki duoc không shop,Mua truc tiep tren tiki duoc ko shop,3,-9.069092,-67.19783
mình trực tiếp đặt trên đó nhé,Mình trực tiếp đặt trên đó nhé,6,-20.79422,7.232511
mình mua qua tiki nhe,M mua qua tiki nhe,6,-22.175699,8.750669
bạn báo lấy thêm 3%,Bạn báo lấy thêm 3%,14,-19.117928,-23.667492
nhưng lúc chát mình báo có lấy hóa đơn,Như lúc chát mình báo có lấy hóa đơn,14,-11.759605,-34.77779
ạ giờ mình ở quảng trị về sjnb 3 em bé,"Ah. Giờ mình ở quảng trị, về sjnb3 em bé",8,5.525748,-4.096698
mình ở đà nẵng,M ơ Đà Nẵng,13,-38.989685,-31.596828
để em ghé nha,Để e ghé nha,6,-16.708799,-8.701898
em 1 cốc richell nha,E 1 cốc richell nha,14,-16.905758,-27.675718
giờ có chương trình sale lại cao hơn nhỉ,Giờ có chương trình sale lại cao hơn nhỉ,7,18.084713,-46.909267
quây giống hình mình gửi nhưng mình không lấy kích đu và con ngựa,"Quây giống hình mình gửi, nhưng mình hem lấy xích đu và con ngựa",8,36.782536,10.907073
mình lấy 1 cái nhé bạn,m lấy 1 cái nhé b,9,30.969969,73.19281
còn những hình nào vậy ạ,còn những hình nào vậy ạ,2,58.747978,17.263882
trước mình có mua loại máy hút sữa loại này bên bạn,Trc m có mua loại máy hút sữa loại này bên b,9,37.484367,61.800766
nếu về sẽ về thêm loại nào ạ,Nếu về sẽ về thêm loại nào ạ?,2,36.945938,18.591892
shop cho mình xin thông tin về mấy bộ quây nhựa với,Shop cho mình xin thông tin về mấy bộ quây nhựa với,0,13.173594,26.685755
hĩ,Hix,5,89.875122,-1.439942
em ở quảng nam,Em ở quảng nam,13,-48.118649,-5.216354
mái che đó lấy ra đkc,Mái che đó lấy ra đkc,3,-16.955938,-73.223907
trước 3h nhé,Trc 3h nhé,14,-18.779301,-38.998367
số dưới nhé,Số dưới nhé,0,-2.466656,23.579165
0963214713,0963214713,11,69.450905,-41.341675
nôi đó ngồi được đến mấy tuổi à,Nôi đó ngồi đc đến mấy tuổi ak,8,12.133151,2.963125
tư vấn tớ chút,Tư vấn tớ chút,3,-13.715832,-50.345364
đến 16kg được đúng không bạn,Đến 16kg đc đúng ko bạn?,6,-16.62429,17.659117
1 nôi ngồi ô tô nhé,1 nôi ngồi ô tô nhé,14,1.338603,-43.018951
giao tớ 1 trước nhé,Giao t 1 trc nhé,1,-1.704065,68.635971
tớ ở linh đàm,Tớ ở linh Đàm,13,-46.472309,-16.694292
con không shop,Con ko shop,9,14.546721,69.932495
0374147610,0374147610,11,68.607704,-28.63246
số nhà 86 phùng khoang thanh xuân hà nội,"Số nhà 86 Phùng khoang, thanh xuân Hà nội",4,-71.963127,-9.30802
đen bạn ạ,Đen b ah,8,24.083551,-12.432034
bé nhà tớ 13m rồi dùng được không bạn,Bé nhà tớ 13m rồi dùng được k bạn?,0,-3.228667,36.446613
sản phẩm đầy đủ như hình phải không,Sp đầy đủ như hình phải k,8,28.059772,-12.958716
mình lấy mẫu này nhé,Mình lấy mẫu này nhé,9,38.904335,73.95919
bạn ạ,Bạn ạ,9,53.409393,56.735489
0948 846 058,0948 846 058,5,81.977829,-15.046768
mình dùng số,Mình dùng số,9,15.559826,74.649307
nhưng chất liệu sản phẩm đó shop,Nhưng chất liệu sản phẩm đó shop?,8,7.181808,-11.849092
biết là cn như nhau,Biết là cn như nhau,7,36.44191,-46.05426
bằng tiền nha ạ,Bằng tiền nhau ah,8,17.865433,13.760479
để tớ bảo em tớ qua shop lấy được không,Để t bảo e t qua sh lấy đc ko.?,1,-3.596834,69.431503
shop ở tứ liên tây hồ ag,Shop ở tứ liên tây hồ ag,13,-58.847263,-24.360775
0974855890,0974855890,11,58.443867,-37.434925
là sao bạn,Là sao b.?,9,53.80611,55.792942
sản 231 đường thụy phương phường thụy phương bắc từ liêm hà nội bạn à,Sn 231 đường thụy phương phường thụy phương bắc từ liêm hn b à,13,-70.503464,-13.928679
đợt mãi không qua nhắn tin mình lại mua mất rồi,Đợi mãi ko qua nt mình lại mua mất rồi,6,-15.371278,-3.654072
vậy là tổng tiền là 420k bạn nhỉ,Vậy là tổng tiền là 420k bạn nhỉ?,8,37.234436,-1.600219
0363001988,0363001988,11,65.746094,-41.741508
ghế bọc da đó,Ghế bọc da đó,3,-17.07844,-74.211273
em thanh toán tiền mặt rồi chị nhé,E thanh toán tiền mặt r c nhé,6,-8.793159,13.319489
ạp,Ạp,11,64.538528,-33.047947
xanh đi ăn,Xanh đi an,14,0.991594,-15.00441
0948581102 số 23 vạn phúc hà đông hà nội,"0948581102
Số 23 vạn phúc hà đông hà nội",4,-75.167671,-8.932214
cho em 1 cái này chị nbé,Cho e 1 cái này c nbes,9,31.405611,54.033886
hôm qua em gọi điện cũng không được,Hqa e gọi điện cũng k đc,12,-28.736246,54.337101
số 2- ngách 70/106- phố văn trì-minh khai-bắc từ liêm,Số 2- ngách 70/106- phố văn trì-minh khai-bắc từ liêm,13,-58.889908,-27.918793
ngọc 0947856667,Ngọc 0947856667,10,-66.262321,-56.657074
cho em 1c nhé,Cho e 1c nhé.,12,-35.701504,21.375689
shop tư vấn cho mình được không ạ,Shop tư vấn cho m đc ko a?,1,-15.874514,64.563591
